x,y,radius
-881.557287054696,18.1517164100558,37.4289112542728
1165.71021764092,31.7298885052756,37.4289112542728
-24.4342481939514,-21.2006998443261,37.4289112542728
1040.50996089756,26.6235297609016,37.4289112542728
-337.958880400733,-32.6350481374442,37.4289112542728
1316.47229834458,-35.2526552151539,37.4289112542728
-1373.89228324277,35.47075498759,37.4289112542728
91.1418106081383,56.2638191651347,37.4289112542728
-1004.60603210535,-2.90522723446204,37.4289112542728
836.32964225019,45.6860943440452,37.4289112542728
257.771505850163,-8.344257228254,37.4289112542728
-488.729513500955,-38.8313067532001,37.4289112542728
625.146028245665,-28.4384410562818,37.4289112542728
390.069582446937,-3.70377129334007,37.4289112542728
-160.508527914924,21.0733183446478,37.4289112542728
