x,y,radius
-127.002384048209,32.8735520684316,37.6206952106596
625.467728411193,-40.9344164395895,37.6206952106596
-1238.86235910957,-11.7159610688356,37.6206952106596
-883.572056021402,-15.1716120151121,37.6206952106596
502.262881954707,7.22111692593616,37.6206952106596
-11.4808690914106,47.7093150154314,37.6206952106596
1262.2397327586,-56.6211676985752,37.6206952106596
-559.563128464914,49.0499935848725,37.6206952106596
1067.56469809655,-36.8681148213019,37.6206952106596
217.235017407352,-38.4258456763823,37.6206952106596
-330.970048823768,-40.2266398516456,37.6206952106596
-1134.17994347156,51.6704609358574,37.6206952106596
906.893502112008,13.6383937341915,37.6206952106596
782.144744175382,-43.9051216269668,37.6206952106596
-771.214713811735,52.4405196171023,37.6206952106596
