Node Label,X,Y,Z,U1,U2,U3
1,90.0,270.0,3000.0,-0.00027810808,-0.026677663,-0.21361443
2,0.0,270.0,3000.0,-9.484431e-14,-0.027819963,-0.21414724
3,0.0,270.0,1500.0,7.6308724e-13,-0.949782,-0.10396463
4,0.0,270.0,0.0,-5.8112055e-13,-0.028288014,0.0061463215
5,90.0,270.0,0.0,-0.0003278729,-0.027430544,0.005415657
6,0.0,0.0,3000.0,4.8269843e-34,-1.9096776e-32,6.844784e-33
7,-100.0,0.0,3000.0,-2.788381e-39,-2.227e-42,1.0114918e-38
8,-100.0,0.0,0.0,-3.0911e-39,8.3348e-41,-0.20672585
9,0.0,0.0,0.0,1.4167996e-33,-1.8790036e-32,-0.21144319
10,100.0,0.0,3000.0,2.788609e-39,-2.227e-42,1.0115374e-38
11,100.0,0.0,0.0,3.091107e-39,8.3342e-41,-0.20672585
12,-90.0,270.0,3000.0,0.00027810808,-0.026677663,-0.21361443
13,-90.0,270.0,0.0,0.0003278729,-0.027430544,0.005415657
14,0.0,117.76796,1159.5236,-1.7190622e-12,-0.8510847,-0.10872047
15,0.0,166.27968,496.48648,-4.3943676e-13,-0.44065216,-0.08015766
16,0.0,202.37437,639.2349,-1.7768516e-13,-0.5485553,-0.060740575
17,0.0,194.2722,1020.7542,-4.6121147e-13,-0.7863189,-0.08053048
18,0.0,102.43719,1714.3605,-1.7516461e-12,-0.8912181,-0.09322912
19,0.0,172.34639,1998.5627,-6.032838e-13,-0.7717438,-0.12003519
20,0.0,193.14479,2388.155,2.2589003e-14,-0.5245853,-0.14522193
21,0.0,145.77184,2774.29,6.365992e-14,-0.21654288,-0.11465274
22,0.0,129.07278,881.5783,-1.1827859e-12,-0.70994186,-0.1052444
23,0.0,160.97244,2890.7124,-3.663907e-14,-0.115117766,-0.12805896
24,0.0,218.57268,1537.9806,-5.0705006e-15,-0.93476933,-0.10547758
25,0.0,203.89912,1386.863,-3.5227656e-13,-0.918276,-0.1017886
26,0.0,217.89998,2156.438,7.702499e-14,-0.68034416,-0.15152295
27,0.0,131.74391,1893.4658,-1.2467977e-12,-0.8241135,-0.10031199
28,0.0,140.63087,164.37454,-4.353213e-13,-0.16695458,-0.097108
29,60.0,270.0,3000.0,-0.00027160786,-0.027023043,-0.21378796
30,30.0,270.0,3000.0,-0.00020690671,-0.027451685,-0.21400625
31,0.0,270.0,2970.0,-1.494551e-13,-0.0517281,-0.21421924
32,0.0,270.0,2940.0,-1.1401043e-13,-0.07601503,-0.21431585
33,0.0,270.0,2910.0,-1.0827603e-13,-0.100836486,-0.21442823
34,0.0,270.0,2880.0,-1.12953795e-13,-0.12649186,-0.21450627
35,0.0,270.0,2850.0,-6.438863e-14,-0.15252681,-0.21428221
36,0.0,270.0,2820.0,5.4047404e-14,-0.17875132,-0.21392976
37,0.0,270.0,2790.0,1.74952e-13,-0.20496158,-0.21346804
38,0.0,270.0,2760.0,2.809333e-13,-0.23096353,-0.21267533
39,0.0,270.0,2730.0,3.4903772e-13,-0.25675994,-0.21203542
40,0.0,270.0,2700.0,4.4110296e-13,-0.28227183,-0.21096343
41,0.0,270.0,2670.0,5.0117126e-13,-0.30725065,-0.21003671
42,0.0,270.0,2640.0,5.9666226e-13,-0.331818,-0.20883344
43,0.0,270.0,2610.0,6.411365e-13,-0.35589877,-0.2077065
44,0.0,270.0,2580.0,7.0528414e-13,-0.37970114,-0.20644288
45,0.0,270.0,2550.0,7.691957e-13,-0.40318528,-0.20514329
46,0.0,270.0,2520.0,7.13636e-13,-0.4263593,-0.20373806
47,0.0,270.0,2490.0,6.820192e-13,-0.449179,-0.202264
48,0.0,270.0,2460.0,6.912534e-13,-0.47164673,-0.20066833
49,0.0,270.0,2430.0,6.746005e-13,-0.49388108,-0.19912468
50,0.0,270.0,2400.0,6.6130364e-13,-0.5160491,-0.19742034
51,0.0,270.0,2370.0,6.4767625e-13,-0.5387428,-0.19595988
52,0.0,270.0,2340.0,6.2171774e-13,-0.5609099,-0.19373636
53,0.0,270.0,2310.0,6.9513877e-13,-0.5824449,-0.19170305
54,0.0,270.0,2280.0,7.287595e-13,-0.6029898,-0.18935603
55,0.0,270.0,2250.0,6.776217e-13,-0.6227025,-0.18702444
