x,y,radius
-1107.01152849213,52.2251170683773,37.4578568634688
1101.90265765744,-40.0728658451089,37.4578568634688
-1255.97011347473,-55.2139942774145,37.4578568634688
-50.0169715050497,-4.21368351449605,37.4578568634688
-630.769714626498,-12.579888374166,37.4578568634688
558.857209683811,18.3814619242201,37.4578568634688
131.559809597979,47.8423635626099,37.4578568634688
797.074211605398,-51.0237349996121,37.4578568634688
1384.10440654566,-30.1436144915337,37.4578568634688
-201.849220431037,-24.835347574104,37.4578568634688
-765.325945702456,-44.1130359537556,37.4578568634688
-1388.44614225677,-36.5740970162141,37.4578568634688
-903.502026650867,3.11310815022006,37.4578568634688
-507.898208227038,56.7840628843795,37.4578568634688
990.449259357032,43.321534008915,37.4578568634688
