Node Label,X,Y,Z,U1,U2,U3
1,90.0,270.0,3000.0,-0.0003644382,-0.028551273,-0.21261115
2,0.0,270.0,3000.0,5.0972003e-13,-0.029304314,-0.21346268
3,0.0,270.0,1500.0,-1.8737713e-12,-0.9352946,-0.10413229
4,0.0,270.0,0.0,-1.6501548e-13,-0.028004598,0.0043291138
5,90.0,270.0,0.0,-0.00029701754,-0.027222274,0.0035869125
6,0.0,0.0,3000.0,4.5967757e-34,-1.8252826e-32,7.546769e-33
7,-100.0,0.0,3000.0,-2.866157e-39,5.853e-42,1.0387245e-38
8,-100.0,0.0,0.0,-2.99639e-39,8.0573e-41,-0.20734471
9,0.0,0.0,0.0,1.4404211e-33,-1.8712116e-32,-0.21208426
10,100.0,0.0,3000.0,2.866821e-39,5.846e-42,1.0388144e-38
11,100.0,0.0,0.0,2.996401e-39,8.0572e-41,-0.20734471
12,-90.0,270.0,3000.0,0.0003644382,-0.028551273,-0.21261115
13,-90.0,270.0,0.0,0.00029701754,-0.027222274,0.0035869125
14,0.0,137.58528,253.94453,-3.5135902e-13,-0.23975423,-0.10093634
15,0.0,206.24457,1902.971,-1.5032503e-12,-0.81287396,-0.13167898
16,0.0,196.69208,2440.9949,-1.5214213e-12,-0.48221207,-0.14804022
17,0.0,113.205826,1020.261,-1.2047128e-12,-0.7787419,-0.11285606
18,0.0,110.92594,2168.4763,-1.6356546e-13,-0.6721739,-0.09133692
19,0.0,160.69856,360.3391,-4.650156e-13,-0.32940787,-0.08327985
20,0.0,186.6316,2756.7483,-6.949368e-13,-0.23055515,-0.14599442
21,0.0,141.65392,1270.1593,-1.4474805e-12,-0.87813085,-0.10338699
22,0.0,103.81218,1984.4332,-3.076606e-13,-0.7751449,-0.09031389
23,0.0,117.52865,774.5225,-9.315662e-13,-0.63713163,-0.11396484
24,0.0,180.15767,2254.357,-1.3278457e-12,-0.61504936,-0.13185468
25,0.0,216.89462,472.37042,-5.8139523e-13,-0.41916168,-0.04583487
26,0.0,129.70241,1641.5419,-9.786335e-13,-0.90002733,-0.10062064
27,0.0,120.90446,2908.1257,-1.0536748e-13,-0.10096451,-0.09753559
28,0.0,191.7959,1431.257,-1.5509914e-12,-0.91606677,-0.10459315
29,60.0,270.0,3000.0,-0.00034800623,-0.028753832,-0.21286966
30,30.0,270.0,3000.0,-0.00029469465,-0.029027952,-0.2131895
31,0.0,270.0,2970.0,2.863605e-13,-0.05323791,-0.21352822
32,0.0,270.0,2940.0,2.0168435e-13,-0.07753254,-0.21356875
33,0.0,270.0,2910.0,6.8253995e-15,-0.10228435,-0.21356432
34,0.0,270.0,2880.0,-1.5666743e-13,-0.1273518,-0.21341233
35,0.0,270.0,2850.0,-3.1561507e-13,-0.15260708,-0.21313132
36,0.0,270.0,2820.0,-6.26304e-13,-0.1778354,-0.21270807
37,0.0,270.0,2790.0,-8.421187e-13,-0.20310952,-0.21220043
38,0.0,270.0,2760.0,-9.921489e-13,-0.2285887,-0.21170282
39,0.0,270.0,2730.0,-1.1422932e-12,-0.25419778,-0.2109544
40,0.0,270.0,2700.0,-1.2504394e-12,-0.2796348,-0.21005966
41,0.0,270.0,2670.0,-1.3828744e-12,-0.30455533,-0.20901479
42,0.0,270.0,2640.0,-1.4464768e-12,-0.32890478,-0.20785592
43,0.0,270.0,2610.0,-1.5602761e-12,-0.3527905,-0.2067374
44,0.0,270.0,2580.0,-1.7010414e-12,-0.3763599,-0.20550239
45,0.0,270.0,2550.0,-1.8212656e-12,-0.39970866,-0.20425111
46,0.0,270.0,2520.0,-1.9217989e-12,-0.42262024,-0.20276813
47,0.0,270.0,2490.0,-2.0953898e-12,-0.44538108,-0.20145264
48,0.0,270.0,2460.0,-2.2381667e-12,-0.46795875,-0.199822
49,0.0,270.0,2430.0,-2.4315242e-12,-0.49064133,-0.19844177
50,0.0,270.0,2400.0,-2.549315e-12,-0.51340365,-0.19665742
51,0.0,270.0,2370.0,-2.6158216e-12,-0.535635,-0.1947111
52,0.0,270.0,2340.0,-2.7010403e-12,-0.55695015,-0.19263342
53,0.0,270.0,2310.0,-2.7109877e-12,-0.5775509,-0.1907412
54,0.0,270.0,2280.0,-2.7381196e-12,-0.59788984,-0.1886382
55,0.0,270.0,2250.0,-2.690322e-12,-0.6181205,-0.186837
56,0.0,270.0,2220.0,-2.6852242e-12,-0.63828516,-0.18447837
57,0.0,270.0,2190.0,-2.7078769e-12,-0.65798163,-0.18235798
58,0.0,270.0,2160.0,-2.6943398e-12,-0.6770048,-0.17972739
59,0.0,270.0,2130.0,-2.6592036e-12,-0.6952721,-0.17732029
60,0.0,270.0,2100.0,-2.6432034e-12,-0.7129126,-0.1745765
61,0.0,270.0,2070.0,-2.5815957e-12,-0.7298433,-0.17196153
62,0.0,270.0,2040.0,-2.5515076e-12,-0.74620366,-0.16915785
63,0.0,270.0,2010.0,-2.4576673e-12,-0.76187754,-0.16627075
64,0.0,270.0,1980.0,-2.370784e-12,-0.776805,-0.16332301
65,0.0,270.0,1950.0,-2.2944838e-12,-0.79082924,-0.16000962
66,0.0,270.0,1920.0,-2.2088351e-12,-0.80440587,-0.1572161
