Node Label,X,Y,Z,U1,U2,U3
1,90.0,270.0,3000.0,-0.0002694649,-0.027073354,-0.21249266
2,0.0,270.0,3000.0,1.8165385e-13,-0.027940754,-0.2130927
3,0.0,270.0,1500.0,-7.901839e-13,-0.94426227,-0.10474209
4,0.0,270.0,0.0,1.1647966e-13,-0.027172161,0.0044987067
5,90.0,270.0,0.0,-0.00030072578,-0.026331464,0.0038699459
6,0.0,0.0,3000.0,5.1563955e-34,-1.8850311e-32,6.9329305e-33
7,-100.0,0.0,3000.0,-2.711094e-39,2.2e-44,9.820127e-39
8,-100.0,0.0,0.0,-2.953476e-39,7.52e-41,-0.2062965
9,0.0,0.0,0.0,1.4192586e-33,-1.8769512e-32,-0.21093623
10,100.0,0.0,3000.0,2.711235e-39,2.1e-44,9.820728e-39
11,100.0,0.0,0.0,2.953524e-39,7.5203e-41,-0.2062965
12,-90.0,270.0,3000.0,0.0002694649,-0.027073354,-0.21249266
13,-90.0,270.0,0.0,0.00030072578,-0.026331464,0.0038699459
14,0.0,208.93437,686.34033,-9.0586945e-13,-0.57991606,-0.05951244
15,0.0,114.46963,923.9777,-8.534076e-13,-0.73216736,-0.11282962
16,0.0,151.04794,1860.2958,-2.5651195e-14,-0.83735657,-0.10849616
17,0.0,172.23996,1561.3364,-5.790932e-13,-0.9237205,-0.10450468
18,0.0,115.07195,2478.9023,2.9498043e-13,-0.455875,-0.09054694
19,0.0,172.1388,1245.6947,-7.215461e-13,-0.878216,-0.10012023
20,0.0,163.435,1373.3114,-6.611984e-13,-0.91454613,-0.10582898
21,0.0,161.82558,2603.1487,-7.3774035e-14,-0.35529196,-0.12461395
22,0.0,182.75327,2072.0215,2.4852272e-13,-0.7322961,-0.1271316
23,0.0,117.09587,191.08315,-2.514806e-13,-0.18855591,-0.11693456
24,0.0,168.38489,2202.4233,3.4908553e-13,-0.6517896,-0.12364462
25,0.0,148.09111,343.54407,-5.1151656e-13,-0.31686604,-0.09507003
26,0.0,168.79872,1062.0317,-8.3238017e-13,-0.8044911,-0.09258443
27,0.0,108.00958,464.0396,-6.3426657e-13,-0.416079,-0.12188468
28,0.0,160.92188,2805.7554,-1.3291469e-13,-0.18542947,-0.1269457
