Node Label,X,Y,Z,U1,U2,U3
1,90.0,270.0,3000.0,-0.00029347377,-0.025958586,-0.21273689
2,0.0,270.0,3000.0,3.8607745e-13,-0.026721995,-0.21338713
3,0.0,270.0,1500.0,4.9861715e-13,-0.9364149,-0.10367714
4,0.0,270.0,0.0,8.858517e-14,-0.028103735,0.0054296018
5,90.0,270.0,0.0,-0.0003302488,-0.027375266,0.0046374933
6,0.0,0.0,3000.0,5.407007e-34,-1.8998254e-32,6.948825e-33
7,-100.0,0.0,3000.0,-2.660245e-39,-2.721e-42,9.631873e-39
8,-100.0,0.0,0.0,-3.01387e-39,8.4224e-41,-0.20656984
9,0.0,0.0,0.0,1.4578346e-33,-1.8682077e-32,-0.21128522
10,100.0,0.0,3000.0,2.659897e-39,-2.724e-42,9.630637e-39
11,100.0,0.0,0.0,3.01384e-39,8.4225e-41,-0.20656984
12,-90.0,270.0,3000.0,0.00029347377,-0.025958586,-0.21273689
13,-90.0,270.0,0.0,0.0003302488,-0.027375266,0.0046374933
14,0.0,174.46155,1207.4519,6.785203e-13,-0.85393846,-0.09573085
15,0.0,189.61914,1727.308,7.0181014e-13,-0.8739003,-0.11652584
16,0.0,135.26875,707.67413,5.7320766e-13,-0.59082663,-0.10266571
17,0.0,141.88603,2216.0579,-5.127267e-13,-0.64009,-0.108326934
18,0.0,119.84414,327.84766,2.3835957e-13,-0.30034202,-0.112529576
19,0.0,216.70872,452.12784,2.0454503e-13,-0.4009412,-0.044767193
20,0.0,94.08027,2816.5505,3.6077183e-15,-0.17641418,-0.07560429
21,0.0,203.77438,1429.3132,6.784476e-13,-0.9162383,-0.10387326
22,0.0,153.63503,2732.2334,-2.2348463e-13,-0.24770631,-0.12041457
23,0.0,102.280975,2347.7502,-2.4222478e-13,-0.54908824,-0.08373025
24,0.0,185.04399,1611.491,7.8746287e-13,-0.9038547,-0.106902085
25,0.0,102.12385,1505.4592,1.0049754e-12,-0.91822475,-0.10243392
26,0.0,148.97781,1323.9906,7.502437e-13,-0.8906468,-0.10310827
27,0.0,217.7524,1981.8164,-3.3460932e-13,-0.7726321,-0.14206327
28,0.0,147.60664,2445.6262,-8.27785e-13,-0.47631648,-0.11375928
29,60.0,270.0,3000.0,-0.0002939398,-0.026184084,-0.21290076
30,30.0,270.0,3000.0,-0.00024303138,-0.026462767,-0.21320902
31,0.0,270.0,2970.0,3.705406e-13,-0.05043975,-0.21348782
32,0.0,270.0,2940.0,2.871083e-13,-0.07448257,-0.2134771
33,0.0,270.0,2910.0,1.9955832e-13,-0.0988974,-0.21352623
34,0.0,270.0,2880.0,1.2929206e-13,-0.12369383,-0.21341267
35,0.0,270.0,2850.0,2.5936965e-14,-0.14870964,-0.21323498
36,0.0,270.0,2820.0,-1.3746991e-13,-0.17397311,-0.212944
37,0.0,270.0,2790.0,-3.4517628e-13,-0.19928056,-0.21247251
38,0.0,270.0,2760.0,-4.92274e-13,-0.22471565,-0.21201022
39,0.0,270.0,2730.0,-6.3278473e-13,-0.25011677,-0.21123204
40,0.0,270.0,2700.0,-8.0600386e-13,-0.27539524,-0.21050787
41,0.0,270.0,2670.0,-1.0239309e-12,-0.3004587,-0.20944239
42,0.0,270.0,2640.0,-1.1815979e-12,-0.32504678,-0.20839737
43,0.0,270.0,2610.0,-1.3717745e-12,-0.34924582,-0.20719332
44,0.0,270.0,2580.0,-1.5543087e-12,-0.3729852,-0.20597681
45,0.0,270.0,2550.0,-1.712649e-12,-0.3964178,-0.20470697
46,0.0,270.0,2520.0,-1.8751795e-12,-0.4196345,-0.20342305
47,0.0,270.0,2490.0,-1.9916224e-12,-0.44266883,-0.202027
48,0.0,270.0,2460.0,-2.1069498e-12,-0.4656229,-0.20067981
49,0.0,270.0,2430.0,-2.207895e-12,-0.48843065,-0.19906512
50,0.0,270.0,2400.0,-2.2867819e-12,-0.51100576,-0.19751331
51,0.0,270.0,2370.0,-2.370444e-12,-0.5332934,-0.19565038
52,0.0,270.0,2340.0,-2.478535e-12,-0.5550463,-0.19381183
53,0.0,270.0,2310.0,-2.498671e-12,-0.5763469,-0.19176409
54,0.0,270.0,2280.0,-2.5586692e-12,-0.5971252,-0.18975577
55,0.0,270.0,2250.0,-2.5377218e-12,-0.6175026,-0.18757826
56,0.0,270.0,2220.0,-2.3605584e-12,-0.63742715,-0.18540977
57,0.0,270.0,2190.0,-2.2183178e-12,-0.65690535,-0.18303609
58,0.0,270.0,2160.0,-2.0889109e-12,-0.675738,-0.18057938
59,0.0,270.0,2130.0,-1.8733023e-12,-0.69384253,-0.1779526
60,0.0,270.0,2100.0,-1.6770574e-12,-0.7111375,-0.17522015
61,0.0,270.0,2070.0,-1.4812438e-12,-0.7277546,-0.1724708
62,0.0,270.0,2040.0,-1.2527617e-12,-0.74350953,-0.1694485
63,0.0,270.0,2010.0,-1.0925931e-12,-0.75843894,-0.16664866
64,0.0,270.0,1980.0,-8.0558927e-13,-0.77323526,-0.1635188
65,0.0,270.0,1950.0,-6.2971227e-13,-0.7884039,-0.16100238
66,0.0,270.0,1920.0,-4.7065596e-13,-0.80345327,-0.15731308
67,0.0,270.0,1890.0,-3.2080764e-13,-0.81702447,-0.15395647
68,0.0,270.0,1860.0,-1.8315365e-13,-0.82902753,-0.1504102
69,0.0,270.0,1830.0,-8.7716455e-14,-0.84021986,-0.14708987
70,0.0,270.0,1800.0,1.4668105e-14,-0.8505714,-0.1435022
71,0.0,270.0,1770.0,1.2552252e-13,-0.86011565,-0.14005555
72,0.0,270.0,1740.0,1.8861467e-13,-0.8692228,-0.13641705
73,0.0,270.0,1710.0,2.4325935e-13,-0.87809736,-0.13301517
74,0.0,270.0,1680.0,3.284744e-13,-0.88670534,-0.12903774
75,0.0,270.0,1650.0,3.7835737e-13,-0.89477247,-0.1256077
76,0.0,270.0,1620.0,3.861096e-13,-0.90233225,-0.121124804
77,0.0,270.0,1590.0,4.686965e-13,-0.9088794,-0.117873706
78,0.0,270.0,1560.0,4.5256084e-13,-0.9164589,-0.11295729
79,0.0,270.0,1530.0,4.6727785e-13,-0.92144835,-0.10962075
80,0.0,270.0,1470.0,5.0939255e-13,-0.9214574,-0.09796934
81,0.0,270.0,1440.0,4.951291e-13,-0.91604584,-0.0941538
82,0.0,270.0,1410.0,4.873355e-13,-0.90795606,-0.08963672
83,0.0,270.0,1380.0,5.1064854e-13,-0.90097564,-0.08592098
84,0.0,270.0,1350.0,5.323537e-13,-0.8933797,-0.082008265
85,0.0,270.0,1320.0,5.5749394e-13,-0.88595206,-0.078257896
86,0.0,270.0,1290.0,5.3341354e-13,-0.87768435,-0.07433872
87,0.0,270.0,1260.0,5.097221e-13,-0.8685194,-0.07074053
88,0.0,270.0,1230.0,5.095691e-13,-0.8584349,-0.06700884
89,0.0,270.0,1200.0,5.181051e-13,-0.84766275,-0.06352396
90,0.0,270.0,1170.0,5.241187e-13,-0.8361509,-0.059976082
91,0.0,270.0,1140.0,4.997974e-13,-0.82409716,-0.056892596
92,0.0,270.0,1110.0,5.434629e-13,-0.81185037,-0.053601682
93,0.0,270.0,1080.0,5.4301203e-13,-0.7990115,-0.050500415
94,0.0,270.0,1050.0,5.6213123e-13,-0.78554887,-0.0473242
95,0.0,270.0,1020.0,5.435512e-13,-0.7713599,-0.044347834
96,0.0,270.0,990.0,5.756116e-13,-0.75654995,-0.041343484
97,0.0,270.0,960.0,5.170132e-13,-0.74106693,-0.038480334
98,0.0,270.0,930.0,4.9053546e-13,-0.7249552,-0.035746317
99,0.0,270.0,900.0,4.857473e-13,-0.70825166,-0.033074804
100,0.0,270.0,870.0,4.7354373e-13,-0.69102716,-0.030497972
101,0.0,270.0,840.0,4.7789284e-13,-0.6732704,-0.027993975
102,0.0,270.0,810.0,4.45481e-13,-0.65492743,-0.025567258
103,0.0,270.0,780.0,4.2126388e-13,-0.6360042,-0.023228455
104,0.0,270.0,750.0,3.760244e-13,-0.6164783,-0.020922415
105,0.0,270.0,720.0,3.5935165e-13,-0.59638554,-0.01875646
106,0.0,270.0,690.0,3.1673085e-13,-0.57567656,-0.016618134
107,0.0,270.0,660.0,2.9011082e-13,-0.55452895,-0.014739671
108,0.0,270.0,630.0,2.4104818e-13,-0.53306377,-0.012870002
109,0.0,270.0,600.0,2.5026704e-13,-0.51130664,-0.0112272
110,0.0,270.0,570.0,1.8810116e-13,-0.48941058,-0.009564347
111,0.0,270.0,540.0,1.4538974e-13,-0.46720377,-0.008060789
112,0.0,270.0,510.0,1.3108845e-13,-0.44481134,-0.0065036183
113,0.0,270.0,480.0,1.5318943e-13,-0.42172593,-0.0049936734
114,0.0,270.0,450.0,1.4064786e-13,-0.39766124,-0.003232678
115,0.0,270.0,420.0,1.3551934e-13,-0.37294814,-0.0020960404
116,0.0,270.0,390.0,1.6903162e-13,-0.34829855,-0.0008636448
117,0.0,270.0,360.0,1.7734394e-13,-0.32413495,0.000103910104
118,0.0,270.0,330.0,1.5621102e-13,-0.29982594,0.0012453819
