Node Label,X,Y,Z,U1,U2,U3
1,90.0,270.0,3000.0,-0.00031042166,-0.026735812,-0.21336414
2,0.0,270.0,3000.0,4.6759322e-14,-0.02759581,-0.2140485
3,0.0,270.0,1500.0,-1.8252884e-12,-0.93661076,-0.10394174
4,0.0,270.0,0.0,4.0851823e-14,-0.028419886,0.005760608
5,90.0,270.0,0.0,-0.0003533487,-0.027665075,0.004915636
6,0.0,0.0,3000.0,5.296792e-34,-1.9009216e-32,6.6702626e-33
7,-100.0,0.0,3000.0,-2.700252e-39,4.15e-43,9.784096e-39
8,-100.0,0.0,0.0,-3.032152e-39,8.4197e-41,-0.20694105
9,0.0,0.0,0.0,1.4477852e-33,-1.8687219e-32,-0.21161912
10,100.0,0.0,3000.0,2.699837e-39,4.08e-43,9.78382e-39
11,100.0,0.0,0.0,3.032113e-39,8.4201e-41,-0.20694105
12,-90.0,270.0,3000.0,0.00031042166,-0.026735812,-0.21336414
13,-90.0,270.0,0.0,0.0003533487,-0.027665075,0.004915636
14,0.0,212.46548,418.29132,-2.1847093e-13,-0.3741952,-0.04601916
15,0.0,121.43475,1459.0591,-1.4378857e-12,-0.9193916,-0.10513151
16,0.0,109.65931,1000.1007,-8.6510817e-13,-0.7729553,-0.1150825
17,0.0,190.19876,1717.2257,-1.7938099e-12,-0.88178706,-0.116381325
18,0.0,197.16995,2642.4084,-1.8794763e-13,-0.32294247,-0.15317573
19,0.0,101.501976,2187.9478,-6.8252776e-13,-0.6605768,-0.085765585
20,0.0,220.03375,600.7875,-4.724111e-13,-0.5141369,-0.048194513
21,0.0,195.14821,2502.8682,-5.0962766e-13,-0.4353545,-0.14871357
22,0.0,212.63374,2328.834,-6.9594086e-13,-0.5647907,-0.1556102
23,0.0,171.03728,708.79913,-5.8108883e-13,-0.5936024,-0.082812555
24,0.0,105.68265,1918.5887,-1.4388533e-12,-0.8088403,-0.092381336
25,0.0,152.75676,2813.7876,5.01543e-14,-0.17931888,-0.12170462
26,0.0,218.66634,1041.4369,-1.0776661e-12,-0.791767,-0.072732076
27,0.0,134.53687,849.432,-7.633792e-13,-0.68593365,-0.10419529
28,0.0,212.67854,1960.4418,-1.739493e-12,-0.7865791,-0.1378254
29,60.0,270.0,3000.0,-0.0002981776,-0.026995758,-0.21354336
30,30.0,270.0,3000.0,-0.0002543929,-0.027312431,-0.21384577
31,0.0,270.0,2970.0,3.1188817e-14,-0.05122926,-0.21413659
32,0.0,270.0,2940.0,6.831683e-14,-0.07520005,-0.21413122
33,0.0,270.0,2910.0,6.217822e-14,-0.099568635,-0.21419327
34,0.0,270.0,2880.0,5.934088e-14,-0.12440382,-0.21409757
35,0.0,270.0,2850.0,4.5188157e-14,-0.14953524,-0.2139427
36,0.0,270.0,2820.0,3.8261898e-14,-0.17501792,-0.21364768
37,0.0,270.0,2790.0,3.999998e-15,-0.20058739,-0.21314579
38,0.0,270.0,2760.0,-6.0597774e-14,-0.2260745,-0.21248475
39,0.0,270.0,2730.0,-6.0298886e-14,-0.2513101,-0.2116861
40,0.0,270.0,2700.0,-7.333017e-14,-0.27615193,-0.21069881
41,0.0,270.0,2670.0,-1.1611416e-13,-0.30083045,-0.20991473
42,0.0,270.0,2640.0,-1.6869774e-13,-0.32568198,-0.20877136
43,0.0,270.0,2610.0,-2.1356942e-13,-0.35045868,-0.20786698
44,0.0,270.0,2580.0,-3.0004837e-13,-0.3752436,-0.2064066
45,0.0,270.0,2550.0,-4.259292e-13,-0.39917675,-0.20504087
46,0.0,270.0,2520.0,-5.2907245e-13,-0.4226968,-0.20364363
47,0.0,270.0,2490.0,-6.1058396e-13,-0.4462521,-0.20233606
48,0.0,270.0,2460.0,-7.297934e-13,-0.46978152,-0.20072627
49,0.0,270.0,2430.0,-7.7311264e-13,-0.49246815,-0.19890897
50,0.0,270.0,2400.0,-8.0882393e-13,-0.51446646,-0.1970481
51,0.0,270.0,2370.0,-8.27691e-13,-0.5355846,-0.19502705
52,0.0,270.0,2340.0,-7.9987547e-13,-0.55684537,-0.19353423
53,0.0,270.0,2310.0,-8.1971707e-13,-0.57828385,-0.19137761
54,0.0,270.0,2280.0,-7.818e-13,-0.5996011,-0.18959285
55,0.0,270.0,2250.0,-7.653199e-13,-0.6205421,-0.18717298
56,0.0,270.0,2220.0,-7.772454e-13,-0.6403764,-0.1848621
57,0.0,270.0,2190.0,-8.5032155e-13,-0.65944034,-0.18249409
58,0.0,270.0,2160.0,-9.820451e-13,-0.6779637,-0.1801936
59,0.0,270.0,2130.0,-1.0751267e-12,-0.6960181,-0.17763484
60,0.0,270.0,2100.0,-1.209729e-12,-0.7134149,-0.17508791
61,0.0,270.0,2070.0,-1.3672854e-12,-0.73018396,-0.17228524
62,0.0,270.0,2040.0,-1.517204e-12,-0.7462522,-0.16958934
63,0.0,270.0,2010.0,-1.7108905e-12,-0.761552,-0.16650872
64,0.0,270.0,1980.0,-1.839764e-12,-0.7764459,-0.1638659
65,0.0,270.0,1950.0,-2.0007748e-12,-0.7916867,-0.1607696
66,0.0,270.0,1920.0,-2.0591992e-12,-0.8066457,-0.1578546
67,0.0,270.0,1890.0,-2.0990512e-12,-0.8213804,-0.15429258
68,0.0,270.0,1860.0,-2.118063e-12,-0.83408093,-0.15063544
69,0.0,270.0,1830.0,-2.0879633e-12,-0.8454987,-0.14724305
70,0.0,270.0,1800.0,-2.0950592e-12,-0.8559475,-0.14359337
