Node Label,X,Y,Z,U1,U2,U3
1,90.0,270.0,3000.0,-0.0004152697,-0.029989062,-0.21372832
2,0.0,270.0,3000.0,-4.254226e-14,-0.030582692,-0.21471106
3,0.0,270.0,1500.0,-2.2328632e-12,-0.9400352,-0.10381435
4,0.0,270.0,0.0,-6.378098e-14,-0.028300444,0.0052923635
5,90.0,270.0,0.0,-0.00035099208,-0.027554154,0.0044924254
6,0.0,0.0,3000.0,3.9769495e-34,-1.8786715e-32,7.571554e-33
7,-100.0,0.0,3000.0,-2.987924e-39,3.355e-42,1.087589e-38
8,-100.0,0.0,0.0,-3.048123e-39,7.4068e-41,-0.20738794
9,0.0,0.0,0.0,1.3106797e-33,-1.8790928e-32,-0.21111093
10,100.0,0.0,3000.0,2.988423e-39,3.367e-42,1.0875798e-38
11,100.0,0.0,0.0,3.048097e-39,7.4067e-41,-0.20738794
12,-90.0,270.0,3000.0,0.0004152697,-0.029989062,-0.21372832
13,-90.0,270.0,0.0,0.00035099208,-0.027554154,0.0044924254
14,0.0,198.94345,983.6147,-1.9364846e-12,-0.76076657,-0.07772099
15,0.0,101.50569,1546.258,-3.0842416e-12,-0.91980773,-0.099123895
16,0.0,208.55704,1856.2965,-2.6843118e-12,-0.83311856,-0.13008446
17,0.0,109.45865,138.94269,-1.6429737e-13,-0.14463252,-0.121422805
18,0.0,97.89724,1882.3434,-2.7286216e-12,-0.823069,-0.08973527
19,0.0,207.16187,1728.4539,-2.6074798e-12,-0.8804946,-0.11953667
20,0.0,147.11626,414.17883,-5.923411e-13,-0.37595117,-0.093793705
21,0.0,216.81462,608.0093,-9.751023e-13,-0.5241894,-0.050130207
22,0.0,107.50188,1158.9701,-2.4591134e-12,-0.8439651,-0.11382618
23,0.0,106.43884,2944.9229,-9.0461825e-14,-0.07099164,-0.085367486
24,0.0,171.67325,1443.9166,-2.66438e-12,-0.9225769,-0.10509411
25,0.0,136.29732,1286.1863,-2.6514437e-12,-0.8878523,-0.10571875
26,0.0,205.04723,2080.879,-2.381316e-12,-0.7226738,-0.14135279
27,0.0,199.24919,2280.9382,-1.5845667e-12,-0.5973111,-0.14622387
28,0.0,157.68025,286.14304,-3.6974972e-13,-0.27003238,-0.08595863
29,60.0,270.0,3000.0,-0.0003886163,-0.0301175,-0.21397941
30,30.0,270.0,3000.0,-0.00034985595,-0.030323073,-0.21440458
31,0.0,270.0,2970.0,2.4086564e-14,-0.054896466,-0.21482104
32,0.0,270.0,2940.0,-1.7663368e-13,-0.07961325,-0.21475886
33,0.0,270.0,2910.0,-2.2017806e-13,-0.10471962,-0.2147765
34,0.0,270.0,2880.0,-3.2364958e-13,-0.13005267,-0.21448669
35,0.0,270.0,2850.0,-4.4384193e-13,-0.15543166,-0.21421702
36,0.0,270.0,2820.0,-4.449035e-13,-0.18075508,-0.21370369
37,0.0,270.0,2790.0,-5.0747454e-13,-0.2059437,-0.21318278
38,0.0,270.0,2760.0,-5.23842e-13,-0.23100527,-0.2125117
39,0.0,270.0,2730.0,-5.2651747e-13,-0.25588444,-0.21177006
40,0.0,270.0,2700.0,-4.7623846e-13,-0.28059053,-0.21093842
41,0.0,270.0,2670.0,-5.2816654e-13,-0.30511028,-0.21001185
42,0.0,270.0,2640.0,-5.7435637e-13,-0.32942164,-0.20900919
43,0.0,270.0,2610.0,-6.263947e-13,-0.35350385,-0.20790718
44,0.0,270.0,2580.0,-6.779962e-13,-0.377343,-0.20672953
