x,y,radius
-450.299008646916,6.71013091898024,34.5901541004686
1321.43607719435,41.9555969324954,34.5901541004686
1123.25889361954,59.253800071339,34.5901541004686
24.9245519334349,-2.06459751283772,34.5901541004686
983.364837086446,-38.6217929133098,34.5901541004686
381.050164281005,-35.4615507633113,34.5901541004686
156.135578396294,31.449208261855,34.5901541004686
741.468848398275,-25.8382770269384,34.5901541004686
-918.353557461881,49.8851475612433,34.5901541004686
-1039.31089859795,27.7331694268875,34.5901541004686
-1296.38541800666,-18.3990999385234,34.5901541004686
314.560757669923,53.9817452392248,34.5901541004686
-1159.47721881282,-9.95959986442436,34.5901541004686
-568.716850349732,-25.3086602113444,34.5901541004686
-307.181975413011,3.91001044155126,34.5901541004686
