Node Label,X,Y,Z,U1,U2,U3
1,90.0,270.0,3000.0,-0.00027457732,-0.026029468,-0.21295312
2,0.0,270.0,3000.0,8.4121913e-13,-0.02694034,-0.21352525
3,0.0,270.0,1500.0,-1.9904805e-12,-0.94578004,-0.10466113
4,0.0,270.0,0.0,2.806189e-13,-0.027252667,0.005642315
5,90.0,270.0,0.0,-0.00030871542,-0.026438152,0.0049273176
6,0.0,0.0,3000.0,5.3570625e-34,-1.8991407e-32,6.6244404e-33
7,-100.0,0.0,3000.0,-2.720914e-39,3.486e-42,9.874585e-39
8,-100.0,0.0,0.0,-2.995095e-39,7.6204e-41,-0.20689207
9,0.0,0.0,0.0,1.4264462e-33,-1.8667794e-32,-0.21158141
10,100.0,0.0,3000.0,2.721675e-39,3.485e-42,9.875378e-39
11,100.0,0.0,0.0,2.995051e-39,7.6205e-41,-0.20689207
12,-90.0,270.0,3000.0,0.00027457732,-0.026029468,-0.21295312
13,-90.0,270.0,0.0,0.00030871542,-0.026438152,0.0049273176
14,0.0,116.39592,1670.4335,-1.508393e-12,-0.9020988,-0.0971228
15,0.0,113.58616,729.0777,3.1556694e-13,-0.6138241,-0.11620046
16,0.0,138.9428,328.39825,2.5804388e-13,-0.30656987,-0.099927455
17,0.0,209.15225,2446.0618,-1.9719749e-12,-0.48306012,-0.15583503
18,0.0,175.50441,1188.3127,-7.3269293e-13,-0.8574787,-0.09420841
19,0.0,107.298386,2727.4585,-2.0419459e-14,-0.25468725,-0.08399465
20,0.0,192.22275,2152.8071,-2.9248286e-12,-0.6873608,-0.13585776
21,0.0,107.0922,179.44112,1.9931385e-13,-0.17978421,-0.124486245
22,0.0,199.71204,2016.6864,-2.9759246e-12,-0.7664995,-0.13358189
23,0.0,187.65906,2583.2122,-1.2523103e-12,-0.37504506,-0.14354208
24,0.0,204.65222,594.8883,6.747649e-14,-0.5158797,-0.058383103
25,0.0,131.27023,2878.889,1.8011817e-13,-0.12384394,-0.10463032
26,0.0,112.77323,2252.7878,-1.9963382e-12,-0.6229753,-0.091501944
27,0.0,197.01039,1361.5792,-1.2803193e-12,-0.90884525,-0.102395065
28,0.0,174.6228,1509.7936,-1.4564172e-12,-0.9328325,-0.10506506
29,60.0,270.0,3000.0,-0.00029160158,-0.026301956,-0.2131017
30,30.0,270.0,3000.0,-0.00022245018,-0.026640253,-0.2133855
