x,y,radius
-568.010406754471,28.4589167467619,35.388590919295
231.163947756855,0.930107076791387,35.388590919295
934.380981043039,-10.8348445421737,35.388590919295
-885.10956355687,19.8779534019974,35.388590919295
-1232.00695919453,33.2060241630145,35.388590919295
721.904630502992,26.2060344240656,35.388590919295
-732.129892534328,-6.99820402233209,35.388590919295
1130.95849374968,-14.6639370912252,35.388590919295
1319.90294675564,0.936382611627167,35.388590919295
-1028.03652844836,20.0760808573244,35.388590919295
-420.237376711554,-24.6672643516561,35.388590919295
584.04938787869,-24.5850169456648,35.388590919295
-40.7348778232692,36.8847317853662,35.388590919295
-161.078380774823,-6.82083181404506,35.388590919295
387.619869144562,38.1356274300629,35.388590919295
