x,y,radius
-1122.47056526124,-15.9297291703201,38.270088559948
-868.035394423471,-10.0543244923799,38.270088559948
627.749568527099,5.18791025639359,38.270088559948
-1385.26237813441,-53.8882166519582,38.270088559948
255.899042907349,-43.1888623291999,38.270088559948
-191.590084837074,-53.0374255559564,38.270088559948
764.74364976476,-30.2496170762479,38.270088559948
1266.90334659379,28.4762848093108,38.270088559948
-633.573845156941,34.8216561380137,38.270088559948
106.633441041051,21.826945742087,38.270088559948
1074.90553500431,44.3522736974754,38.270088559948
-988.583395692114,13.9173094046385,38.270088559948
-393.505818248982,24.3676964971011,38.270088559948
463.260220820602,-12.3836043997657,38.270088559948
-1268.82066167863,-30.7449528484949,38.270088559948
